scenario_id,radius_km,client_tw_hours,client_tw_start,client_tw_end,depot_tw_start,depot_tw_end,service_time_sec,pharmacies_count,vehicles_used,total_distance_km,total_time_sec,execution_time_sec,status,timestamp
30_07_30,30,7,25200,50400,18000,68400,1800,180,15,795.753,360813,24.243570804595947,OK,2025-12-09T19:19:42.797132
30_08_05,30,8,25200,54000,18000,68400,300,180,4,690.6144,107407,31.45781111717224,OK,2025-12-09T19:20:14.330723
30_08_10,30,8,25200,54000,18000,68400,600,180,6,712.2804000000003,160747,28.931416034698486,OK,2025-12-09T19:20:43.332931
30_08_15,30,8,25200,54000,18000,68400,900,180,8,742.9407000000002,213615,24.21118998527527,OK,2025-12-09T19:21:07.684025
30_08_20,30,8,25200,54000,18000,68400,1200,180,9,798.7069999999999,265813,24.31058382987976,OK,2025-12-09T19:21:32.082176
30_08_25,30,8,25200,54000,18000,68400,1500,180,11,830.5835,316814,25.913308143615723,OK,2025-12-09T19:21:58.072823
30_08_30,30,8,25200,54000,18000,68400,1800,180,13,820.0791999999998,363984,24.945635080337524,OK,2025-12-09T19:22:23.102567
30_09_05,30,9,25200,57600,18000,68400,300,180,4,683.3051999999998,107291,24.097100257873535,OK,2025-12-09T19:22:47.251690
30_09_10,30,9,25200,57600,18000,68400,600,180,5,708.4656999999999,161099,24.66279673576355,OK,2025-12-09T19:23:11.977062
30_09_15,30,9,25200,57600,18000,68400,900,180,7,737.7804000000002,212894,24.22229504585266,OK,2025-12-09T19:23:36.268629
30_09_20,30,9,25200,57600,18000,68400,1200,180,9,781.9516,266023,23.64918804168701,OK,2025-12-09T19:23:59.989975
30_09_25,30,9,25200,57600,18000,68400,1500,180,10,800.8266999999998,315824,65.80292987823486,OK,2025-12-09T19:25:05.864977
30_09_30,30,9,25200,57600,18000,68400,1800,180,11,756.1618000000001,363081,25.222201108932495,OK,2025-12-09T19:25:31.161637
30_10_05,30,10,25200,61200,18000,68400,300,180,4,653.6943000000001,106187,23.81009602546692,OK,2025-12-09T19:25:55.017998
30_10_10,30,10,25200,61200,18000,68400,600,180,5,714.6356999999996,161782,23.558232069015503,OK,2025-12-09T19:26:18.641626
30_10_15,30,10,25200,61200,18000,68400,900,180,6,700.9059999999997,211607,26.07209801673889,OK,2025-12-09T19:26:44.777300
30_10_20,30,10,25200,61200,18000,68400,1200,180,8,724.9102999999997,263653,32.30907607078552,OK,2025-12-09T19:27:17.169060
30_10_25,30,10,25200,61200,18000,68400,1500,180,9,745.2652000000004,314407,23.67888903617859,OK,2025-12-09T19:27:40.927700
30_10_30,30,10,25200,61200,18000,68400,1800,180,11,784.978,365580,23.657052278518677,OK,2025-12-09T19:28:04.669447
35_02_05,35,2,25200,32400,18000,68400,300,215,16,1042.7558999999994,138530,25.3225998878479,OK,2025-12-09T19:28:30.077566
35_02_10,35,2,25200,32400,18000,68400,600,215,24,1193.2772999999997,200842,24.526468992233276,OK,2025-12-09T19:28:54.713972
35_02_15,35,2,25200,32400,18000,68400,900,215,33,1350.7394000000004,259628,25.105000019073486,OK,2025-12-09T19:29:19.988838
35_02_20,35,2,25200,32400,18000,68400,1200,215,40,1629.5015999999996,322379,25.26446795463562,OK,2025-12-09T19:29:45.413357
35_02_25,35,2,25200,32400,18000,68400,1500,215,46,1760.6007999999997,373533,25.73413610458374,OK,2025-12-09T19:30:11.310149
35_02_30,35,2,25200,32400,18000,68400,1800,215,55,1943.0960999999995,419073,65.73261308670044,OK,2025-12-09T19:31:17.229645
35_03_05,35,3,25200,36000,18000,68400,300,215,12,955.3373,134491,24.217307090759277,OK,2025-12-09T19:31:41.581897
35_03_10,35,3,25200,36000,18000,68400,600,215,17,1052.2413999999997,199204,30.231637001037598,OK,2025-12-09T19:32:11.915376
35_03_15,35,3,25200,36000,18000,68400,900,215,23,1193.349699999999,261617,25.080720901489258,OK,2025-12-09T19:32:37.112718
35_03_20,35,3,25200,36000,18000,68400,1200,215,27,1264.7042000000004,316769,25.104925870895386,OK,2025-12-09T19:33:02.343799
35_03_25,35,3,25200,36000,18000,68400,1500,215,33,1430.1416000000004,373984,24.762161254882812,OK,2025-12-09T19:33:27.238028
35_03_30,35,3,25200,36000,18000,68400,1800,215,38,1513.7279999999992,426305,24.6568660736084,OK,2025-12-09T19:33:52.041480
35_04_05,35,4,25200,39600,18000,68400,300,215,9,954.9981,135806,24.48237895965576,OK,2025-12-09T19:34:16.616004
35_04_10,35,4,25200,39600,18000,68400,600,215,13,960.4977999999999,195637,24.605211973190308,OK,2025-12-09T19:34:41.322563
35_04_15,35,4,25200,39600,18000,68400,900,215,18,988.6326000000003,253113,24.692482948303223,OK,2025-12-09T19:35:06.129252
35_04_20,35,4,25200,39600,18000,68400,1200,215,22,1136.5319000000002,317374,24.704126119613647,OK,2025-12-09T19:35:30.948369
35_04_25,35,4,25200,39600,18000,68400,1500,215,25,1311.6929,378395,25.860652923583984,OK,2025-12-09T19:35:56.911060
35_04_30,35,4,25200,39600,18000,68400,1800,215,29,1364.107400000001,433833,24.728307008743286,OK,2025-12-09T19:36:21.754498
35_05_05,35,5,25200,43200,18000,68400,300,215,8,883.4803999999999,131369,24.750566959381104,OK,2025-12-09T19:36:46.577696
35_05_10,35,5,25200,43200,18000,68400,600,215,11,911.2497000000002,194110,25.4290030002594,OK,2025-12-09T19:37:12.086555
35_05_15,35,5,25200,43200,18000,68400,900,215,14,1008.0724999999994,258418,24.730502128601074,OK,2025-12-09T19:37:36.912794
35_05_20,35,5,25200,43200,18000,68400,1200,215,17,1067.6968000000006,316942,24.84536910057068,OK,2025-12-09T19:38:01.856341
35_05_25,35,5,25200,43200,18000,68400,1500,215,21,1141.2058000000004,376818,24.87583899497986,OK,2025-12-09T19:38:26.824721
35_05_30,35,5,25200,43200,18000,68400,1800,215,24,1221.2946,434259,25.56515097618103,OK,2025-12-09T19:38:52.657675
35_06_05,35,6,25200,46800,18000,68400,300,215,6,837.0074999999998,131740,24.49295687675476,OK,2025-12-09T19:39:17.587660
35_06_10,35,6,25200,46800,18000,68400,600,215,9,903.4093999999997,195646,34.57119107246399,OK,2025-12-09T19:39:52.242563
35_06_15,35,6,25200,46800,18000,68400,900,215,12,1005.4825000000005,258859,25.35895824432373,OK,2025-12-09T19:40:17.710323
35_06_20,35,6,25200,46800,18000,68400,1200,215,15,995.2552000000003,316176,24.858636140823364,OK,2025-12-09T19:40:42.653246
35_06_25,35,6,25200,46800,18000,68400,1500,215,18,1065.1155999999994,376107,30.0642569065094,OK,2025-12-09T19:41:12.843587
35_06_30,35,6,25200,46800,18000,68400,1800,215,20,1166.2174999999995,436626,26.90249991416931,OK,2025-12-09T19:41:39.907861
35_07_05,35,7,25200,50400,18000,68400,300,215,6,851.8949999999994,131855,25.585808038711548,OK,2025-12-09T19:42:05.577819
35_07_10,35,7,25200,50400,18000,68400,600,215,8,866.7693000000003,193525,24.597097873687744,OK,2025-12-09T19:42:30.268738
35_07_15,35,7,25200,50400,18000,68400,900,215,11,901.6200999999998,255904,25.263933181762695,OK,2025-12-09T19:42:55.616732
35_07_20,35,7,25200,50400,18000,68400,1200,215,13,954.5541999999996,317119,25.347640991210938,OK,2025-12-09T19:43:21.063836
35_07_25,35,7,25200,50400,18000,68400,1500,215,15,1026.3198,380140,25.49277687072754,OK,2025-12-09T19:43:46.721664
35_07_30,35,7,25200,50400,18000,68400,1800,215,18,988.1056999999998,431501,26.453548669815063,OK,2025-12-09T19:44:13.271349
35_08_05,35,8,25200,54000,18000,68400,300,215,5,822.3237,129631,34.342740058898926,OK,2025-12-09T19:44:47.678394
35_08_10,35,8,25200,54000,18000,68400,600,215,7,915.5043,196665,66.941486120224,OK,2025-12-09T19:45:54.682227
35_08_15,35,8,25200,54000,18000,68400,900,215,9,905.9220000000003,258491,24.76427125930786,OK,2025-12-09T19:46:19.512830
35_08_20,35,8,25200,54000,18000,68400,1200,215,11,919.6735999999993,317575,28.49499225616455,OK,2025-12-09T19:46:48.076839
35_08_25,35,8,25200,54000,18000,68400,1500,215,13,1059.5797000000002,382909,25.831310749053955,OK,2025-12-09T19:47:13.984995
35_08_30,35,8,25200,54000,18000,68400,1800,215,15,1114.9708999999993,441834,24.78889799118042,OK,2025-12-09T19:47:38.857931
35_09_05,35,9,25200,57600,18000,68400,300,215,5,798.7086999999999,129484,24.645432233810425,OK,2025-12-09T19:48:03.557697
35_09_10,35,9,25200,57600,18000,68400,600,215,6,826.4125000000001,192232,27.779932260513306,OK,2025-12-09T19:48:31.395248
35_09_15,35,9,25200,57600,18000,68400,900,215,8,873.9524999999999,256986,24.862823009490967,OK,2025-12-09T19:48:56.319207
35_09_20,35,9,25200,57600,18000,68400,1200,215,10,950.1527000000003,318818,24.712043046951294,OK,2025-12-09T19:49:21.098145
35_09_25,35,9,25200,57600,18000,68400,1500,215,12,981.4861999999998,380883,27.799242973327637,OK,2025-12-09T19:49:48.970153
35_09_30,35,9,25200,57600,18000,68400,1800,215,14,1022.2856999999999,439964,25.289612770080566,OK,2025-12-09T19:50:14.342686
35_10_05,35,10,25200,61200,18000,68400,300,215,5,834.1121999999999,130908,27.918091773986816,OK,2025-12-09T19:50:42.321521
35_10_10,35,10,25200,61200,18000,68400,600,215,6,861.7379999999999,194249,25.94491219520569,OK,2025-12-09T19:51:08.333327
35_10_15,35,10,25200,61200,18000,68400,900,215,8,890.5295000000002,257252,24.840415000915527,OK,2025-12-09T19:51:33.248339
35_10_20,35,10,25200,61200,18000,68400,1200,215,9,892.3598999999997,319119,24.97163486480713,OK,2025-12-09T19:51:58.306388
35_10_25,35,10,25200,61200,18000,68400,1500,215,11,974.0123999999997,381431,24.23836088180542,OK,2025-12-09T19:52:22.638542
35_10_30,35,10,25200,61200,18000,68400,1800,215,13,1021.6874999999999,441833,24.717736959457397,OK,2025-12-09T19:52:47.443703
40_02_05,40,2,25200,32400,18000,68400,300,259,20,1331.0872000000002,169848,26.764663219451904,OK,2025-12-09T19:53:14.324911
40_02_10,40,2,25200,32400,18000,68400,600,259,30,1529.5253999999995,245045,26.12536597251892,OK,2025-12-09T19:53:40.589150
40_02_15,40,2,25200,32400,18000,68400,900,259,38,1761.7091,319265,25.32206416130066,OK,2025-12-09T19:54:06.074919
40_02_20,40,2,25200,32400,18000,68400,1200,259,48,2036.2629999999995,392210,25.942296028137207,OK,2025-12-09T19:54:32.213280
40_02_25,40,2,25200,32400,18000,68400,1500,259,56,2296.4727,455630,65.68778395652771,OK,2025-12-09T19:55:38.114291
40_02_30,40,2,25200,32400,18000,68400,1800,259,67,2669.1839999999984,516481,86.27274703979492,OK,2025-12-09T19:57:04.619993
40_03_05,40,3,25200,36000,18000,68400,300,259,14,1110.3870000000006,157930,28.815669059753418,OK,2025-12-09T19:57:33.561785
40_03_10,40,3,25200,36000,18000,68400,600,259,21,1291.7482,239218,25.07466411590576,OK,2025-12-09T19:57:58.760718
40_03_15,40,3,25200,36000,18000,68400,900,259,27,1432.1562999999996,313707,25.836151838302612,OK,2025-12-09T19:58:24.721242
40_03_20,40,3,25200,36000,18000,68400,1200,259,33,1682.771100000001,386727,25.53784203529358,OK,2025-12-09T19:58:50.406844
40_03_25,40,3,25200,36000,18000,68400,1500,259,39,1881.1597,456963,25.87777590751648,OK,2025-12-09T19:59:16.463335
40_03_30,40,3,25200,36000,18000,68400,1800,259,45,1918.8336,516159,25.806265115737915,OK,2025-12-09T19:59:42.463044
40_04_05,40,4,25200,39600,18000,68400,300,259,11,991.7821999999996,153947,35.75189185142517,OK,2025-12-09T20:00:18.314646
40_04_10,40,4,25200,39600,18000,68400,600,259,16,1210.9306000000004,238058,25.87434697151184,OK,2025-12-09T20:00:44.313395
40_04_15,40,4,25200,39600,18000,68400,900,259,21,1373.3427999999997,314723,27.175620794296265,OK,2025-12-09T20:01:11.642404
40_04_20,40,4,25200,39600,18000,68400,1200,259,26,1386.2512999999997,380958,35.325319051742554,OK,2025-12-09T20:01:47.140006
40_04_25,40,4,25200,39600,18000,68400,1500,259,31,1628.8909000000006,457859,45.44559621810913,OK,2025-12-09T20:02:32.742462
40_04_30,40,4,25200,39600,18000,68400,1800,259,35,1808.110700000001,528352,27.15967106819153,OK,2025-12-09T20:03:00.052200
40_05_05,40,5,25200,43200,18000,68400,300,259,9,1006.8054000000003,155345,30.432475090026855,OK,2025-12-09T20:03:30.584589
40_05_10,40,5,25200,43200,18000,68400,600,259,13,1180.493400000001,235429,25.145483016967773,OK,2025-12-09T20:03:55.831672
40_05_15,40,5,25200,43200,18000,68400,900,259,17,1227.0760999999998,310932,25.301416873931885,OK,2025-12-09T20:04:21.251616
40_05_20,40,5,25200,43200,18000,68400,1200,259,21,1480.1709999999996,390338,25.49180507659912,OK,2025-12-09T20:04:46.847884
40_05_25,40,5,25200,43200,18000,68400,1500,259,25,1497.1372000000003,457308,25.402801036834717,OK,2025-12-09T20:05:12.387432
40_05_30,40,5,25200,43200,18000,68400,1800,259,29,1602.748599999999,527326,40.54038381576538,OK,2025-12-09T20:05:53.063527
40_06_05,40,6,25200,46800,18000,68400,300,259,8,1029.5186999999999,156788,25.460222005844116,OK,2025-12-09T20:06:18.596365
40_06_10,40,6,25200,46800,18000,68400,600,259,11,1015.0468999999999,229181,33.26801586151123,OK,2025-12-09T20:06:51.960636
40_06_15,40,6,25200,46800,18000,68400,900,259,14,1253.4890000000003,312783,25.774579763412476,OK,2025-12-09T20:07:17.829853
40_06_20,40,6,25200,46800,18000,68400,1200,259,18,1234.7790999999975,383340,30.29772400856018,OK,2025-12-09T20:07:48.241188
40_06_25,40,6,25200,46800,18000,68400,1500,259,21,1415.9136000000003,461234,26.1391921043396,OK,2025-12-09T20:08:14.501196
40_06_30,40,6,25200,46800,18000,68400,1800,259,24,1445.3098999999993,528692,36.536426067352295,OK,2025-12-09T20:08:51.169801
40_07_05,40,7,25200,50400,18000,68400,300,259,7,1033.5117999999995,156972,25.482491970062256,OK,2025-12-09T20:09:16.741803
40_07_10,40,7,25200,50400,18000,68400,600,259,10,1013.9081999999999,230782,25.19497323036194,OK,2025-12-09T20:09:42.025309
40_07_15,40,7,25200,50400,18000,68400,900,259,12,1099.4244999999999,306919,25.15458393096924,OK,2025-12-09T20:10:07.275620
40_07_20,40,7,25200,50400,18000,68400,1200,259,15,1257.9382999999996,386135,25.611573934555054,OK,2025-12-09T20:10:33.012650
40_07_25,40,7,25200,50400,18000,68400,1500,259,18,1361.035999999998,460529,25.373285055160522,OK,2025-12-09T20:10:58.487666
40_07_30,40,7,25200,50400,18000,68400,1800,259,21,1536.104099999999,537269,26.299397945404053,OK,2025-12-09T20:11:24.921275
40_08_05,40,8,25200,54000,18000,68400,300,259,6,1026.7123000000001,157025,26.02532386779785,OK,2025-12-09T20:11:51.031101
40_08_10,40,8,25200,54000,18000,68400,600,259,8,1074.8656000000005,234325,25.677046060562134,OK,2025-12-09T20:12:16.798071
40_08_15,40,8,25200,54000,18000,68400,900,259,11,1056.4877999999999,306469,28.51904320716858,OK,2025-12-09T20:12:45.417048
40_08_20,40,8,25200,54000,18000,68400,1200,259,13,1165.1948000000002,383198,26.417799949645996,OK,2025-12-09T20:13:11.946397
40_08_25,40,8,25200,54000,18000,68400,1500,259,16,1267.7503999999997,458027,25.583942890167236,OK,2025-12-09T20:13:37.642775
40_08_30,40,8,25200,54000,18000,68400,1800,259,19,1270.762299999999,526505,28.234960794448853,OK,2025-12-09T20:14:05.992709
40_09_05,40,9,25200,57600,18000,68400,300,259,6,1009.8308999999997,155630,25.381535291671753,OK,2025-12-09T20:14:31.452925
40_09_10,40,9,25200,57600,18000,68400,600,259,8,1079.5509999999997,234137,25.35086727142334,OK,2025-12-09T20:14:56.906673
40_09_15,40,9,25200,57600,18000,68400,900,259,10,1099.9469999999997,310030,26.0655300617218,OK,2025-12-09T20:15:23.074924
40_09_20,40,9,25200,57600,18000,68400,1200,259,12,1224.2348,387328,25.569158792495728,OK,2025-12-09T20:15:48.749741
40_09_25,40,9,25200,57600,18000,68400,1500,259,14,1174.9664,455489,25.471422910690308,OK,2025-12-09T20:16:14.317396
40_09_30,40,9,25200,57600,18000,68400,1800,259,17,1217.1326999999997,529578,25.491703033447266,OK,2025-12-09T20:16:39.919159
40_10_05,40,10,25200,61200,18000,68400,300,259,6,985.3494000000001,153600,25.52436399459839,OK,2025-12-09T20:17:05.548307
40_10_10,40,10,25200,61200,18000,68400,600,259,7,1038.1781999999998,232809,26.272307872772217,OK,2025-12-09T20:17:31.922211
40_10_15,40,10,25200,61200,18000,68400,900,259,9,1071.2960000000003,309472,73.07621574401855,OK,2025-12-09T20:18:45.080839
40_10_20,40,10,25200,61200,18000,68400,1200,259,11,1081.7252999999998,381376,35.33531880378723,OK,2025-12-09T20:19:20.576938
40_10_25,40,10,25200,61200,18000,68400,1500,259,13,1221.5535999999995,460332,26.844095945358276,OK,2025-12-09T20:19:47.517256
40_10_30,40,10,25200,61200,18000,68400,1800,259,15,1158.0008999999986,526941,26.23861289024353,OK,2025-12-09T20:20:13.895648
45_02_05,45,2,25200,32400,18000,68400,300,277,23,1545.423,188176,27.416106939315796,OK,2025-12-09T20:20:41.494412
45_02_10,45,2,25200,32400,18000,68400,600,277,33,1878.8370999999997,275836,28.712565183639526,OK,2025-12-09T20:21:10.402999
45_02_15,45,2,25200,32400,18000,68400,900,277,43,2195.8812999999977,358022,27.089224815368652,OK,2025-12-09T20:21:37.673806
45_02_20,45,2,25200,32400,18000,68400,1200,277,52,2469.624699999999,433628,72.14824485778809,OK,2025-12-09T20:22:50.042999
45_02_25,45,2,25200,32400,18000,68400,1500,277,61,2732.1081999999974,502397,86.84846210479736,OK,2025-12-09T20:24:17.125422
45_02_30,45,2,25200,32400,18000,68400,1800,277,71,2972.6323999999972,561234,106.83600497245789,OK,2025-12-09T20:26:04.252507
45_03_05,45,3,25200,36000,18000,68400,300,277,16,1371.1830999999997,183587,27.394171953201294,OK,2025-12-09T20:26:31.767101
45_03_10,45,3,25200,36000,18000,68400,600,277,23,1537.9795,265367,27.075567960739136,OK,2025-12-09T20:26:59.022080
45_03_15,45,3,25200,36000,18000,68400,900,277,30,1797.0760000000005,348061,30.429728984832764,OK,2025-12-09T20:27:29.594368
45_03_20,45,3,25200,36000,18000,68400,1200,277,36,2029.3642,428328,26.535294771194458,OK,2025-12-09T20:27:56.293414
45_03_25,45,3,25200,36000,18000,68400,1500,277,43,2274.7065999999995,500591,27.21523094177246,OK,2025-12-09T20:28:23.693510
45_03_30,45,3,25200,36000,18000,68400,1800,277,49,2363.1121000000007,570188,46.29505109786987,OK,2025-12-09T20:29:10.190779
45_04_05,45,4,25200,39600,18000,68400,300,277,12,1272.9631999999986,177484,25.925708770751953,OK,2025-12-09T20:29:36.218014
45_04_10,45,4,25200,39600,18000,68400,600,277,17,1431.9496,263681,27.175992012023926,OK,2025-12-09T20:30:03.545980
45_04_15,45,4,25200,39600,18000,68400,900,277,23,1571.8043000000007,344021,33.614468812942505,OK,2025-12-09T20:30:37.284135
45_04_20,45,4,25200,39600,18000,68400,1200,277,28,1706.2432999999992,418572,26.241159200668335,OK,2025-12-09T20:31:03.665240
45_04_25,45,4,25200,39600,18000,68400,1500,277,33,1995.2901,502337,26.894795179367065,OK,2025-12-09T20:31:30.733764
45_04_30,45,4,25200,39600,18000,68400,1800,277,38,2116.796,573977,26.320150136947632,OK,2025-12-09T20:31:57.228192
45_05_05,45,5,25200,43200,18000,68400,300,277,10,1320.6570999999992,181518,26.003084897994995,OK,2025-12-09T20:32:23.328002
45_05_10,45,5,25200,43200,18000,68400,600,277,14,1273.4651999999994,256764,25.843207120895386,OK,2025-12-09T20:32:49.276534
45_05_15,45,5,25200,43200,18000,68400,900,277,18,1478.9171,345371,26.353879928588867,OK,2025-12-09T20:33:15.777247
45_05_20,45,5,25200,43200,18000,68400,1200,277,23,1625.8199000000004,422555,26.65844988822937,OK,2025-12-09T20:33:42.588934
45_05_25,45,5,25200,43200,18000,68400,1500,277,27,1784.360499999999,502027,26.479501008987427,OK,2025-12-09T20:34:09.229637
45_05_30,45,5,25200,43200,18000,68400,1800,277,31,1796.1722999999997,567952,26.693079948425293,OK,2025-12-09T20:34:36.116105
45_06_05,45,6,25200,46800,18000,68400,300,277,8,1247.7417000000012,178929,28.044915914535522,OK,2025-12-09T20:35:04.281951
45_06_10,45,6,25200,46800,18000,68400,600,277,12,1396.4641999999994,262427,27.072248935699463,OK,2025-12-09T20:35:31.472011
45_06_15,45,6,25200,46800,18000,68400,900,277,16,1409.7969999999991,342493,26.996830940246582,OK,2025-12-09T20:35:58.601403
45_06_20,45,6,25200,46800,18000,68400,1200,277,19,1594.743,423427,26.58727216720581,OK,2025-12-09T20:36:25.336704
45_06_25,45,6,25200,46800,18000,68400,1500,277,23,1630.6755999999996,499309,26.3509681224823,OK,2025-12-09T20:36:51.840786
45_06_30,45,6,25200,46800,18000,68400,1800,277,26,1778.6286999999995,577842,25.74727988243103,OK,2025-12-09T20:37:17.727724
45_07_05,45,7,25200,50400,18000,68400,300,277,7,1214.8418999999994,176030,26.441935062408447,OK,2025-12-09T20:37:44.274065
45_07_10,45,7,25200,50400,18000,68400,600,277,10,1272.2927000000016,257569,32.2716429233551,OK,2025-12-09T20:38:16.667502
45_07_15,45,7,25200,50400,18000,68400,900,277,14,1370.8366999999994,339836,26.417306184768677,OK,2025-12-09T20:38:43.207656
45_07_20,45,7,25200,50400,18000,68400,1200,277,17,1488.8015999999989,422828,26.22079110145569,OK,2025-12-09T20:39:09.544310
45_07_25,45,7,25200,50400,18000,68400,1500,277,20,1540.8798999999985,500329,27.807804107666016,OK,2025-12-09T20:39:37.468344
45_07_30,45,7,25200,50400,18000,68400,1800,277,23,1606.391300000001,575421,28.134493827819824,OK,2025-12-09T20:40:05.746333
45_08_05,45,8,25200,54000,18000,68400,300,277,6,1241.5614999999993,177230,27.404615879058838,OK,2025-12-09T20:40:33.264754
45_08_10,45,8,25200,54000,18000,68400,600,277,9,1253.2846000000006,257590,26.176853895187378,OK,2025-12-09T20:40:59.541742
45_08_15,45,8,25200,54000,18000,68400,900,277,12,1292.4274999999986,337838,26.00239086151123,OK,2025-12-09T20:41:25.650601
45_08_20,45,8,25200,54000,18000,68400,1200,277,15,1388.9635999999987,419915,26.551440715789795,OK,2025-12-09T20:41:52.337634
45_08_25,45,8,25200,54000,18000,68400,1500,277,18,1501.3536000000008,501724,26.839396953582764,OK,2025-12-09T20:42:19.307630
45_08_30,45,8,25200,54000,18000,68400,1800,277,20,1534.4386999999983,576604,28.08253002166748,OK,2025-12-09T20:42:47.570025
45_09_05,45,9,25200,57600,18000,68400,300,277,6,1240.2260000000003,178816,26.662715911865234,OK,2025-12-09T20:43:14.397115
45_09_10,45,9,25200,57600,18000,68400,600,277,8,1257.473600000001,259427,26.382764101028442,OK,2025-12-09T20:43:40.868520
45_09_15,45,9,25200,57600,18000,68400,900,277,11,1170.4754000000005,333393,26.08804416656494,OK,2025-12-09T20:44:07.078092
45_09_20,45,9,25200,57600,18000,68400,1200,277,13,1327.8536999999997,417970,26.462658166885376,OK,2025-12-09T20:44:33.663461
45_09_25,45,9,25200,57600,18000,68400,1500,277,16,1447.4503,499554,26.202537059783936,OK,2025-12-09T20:45:00.001714
45_09_30,45,9,25200,57600,18000,68400,1800,277,18,1493.3308999999995,577327,30.71776294708252,OK,2025-12-09T20:45:30.840463
45_10_05,45,10,25200,61200,18000,68400,300,277,6,1170.2121000000009,174823,26.69104790687561,OK,2025-12-09T20:45:57.644835
45_10_10,45,10,25200,61200,18000,68400,600,277,8,1181.9779999999996,254663,26.22662591934204,OK,2025-12-09T20:46:23.990930
45_10_15,45,10,25200,61200,18000,68400,900,277,10,1319.242,340149,33.26645827293396,OK,2025-12-09T20:46:57.370126
45_10_20,45,10,25200,61200,18000,68400,1200,277,12,1314.1942000000001,419132,26.572382926940918,OK,2025-12-09T20:47:24.069915
45_10_25,45,10,25200,61200,18000,68400,1500,277,14,1395.4986000000001,498271,27.89499282836914,OK,2025-12-09T20:47:52.094758
45_10_30,45,10,25200,61200,18000,68400,1800,277,16,1357.0483999999988,573571,26.419372081756592,OK,2025-12-09T20:48:18.652355
50_02_05,50,2,25200,32400,18000,68400,300,322,26,1988.7546000000002,228910,27.78932476043701,OK,2025-12-09T20:48:46.619324
50_02_10,50,2,25200,32400,18000,68400,600,322,38,2379.5849,328776,28.533816814422607,OK,2025-12-09T20:49:15.377029
50_02_15,50,2,25200,32400,18000,68400,900,322,50,2882.920699999999,430323,82.60346603393555,OK,2025-12-09T20:50:38.229452
50_02_20,50,2,25200,32400,18000,68400,1200,322,61,3207.001599999996,514503,88.0032639503479,OK,2025-12-09T20:52:06.509872
50_02_25,50,2,25200,32400,18000,68400,1500,322,70,3514.4730999999965,598635,108.35680317878723,OK,2025-12-09T20:53:55.169229
50_02_30,50,2,25200,32400,18000,68400,1800,322,82,3968.279399999997,676499,129.74748015403748,OK,2025-12-09T20:56:05.308838
50_03_05,50,3,25200,36000,18000,68400,300,322,18,1754.053399999999,220133,28.087939739227295,OK,2025-12-09T20:56:33.561537
50_03_10,50,3,25200,36000,18000,68400,600,322,26,2062.4749999999995,318180,27.451765060424805,OK,2025-12-09T20:57:01.189126
50_03_15,50,3,25200,36000,18000,68400,900,322,34,2280.8567999999996,416222,28.947470903396606,OK,2025-12-09T20:57:30.327312
50_03_20,50,3,25200,36000,18000,68400,1200,322,42,2471.646899999997,501840,27.833362340927124,OK,2025-12-09T20:57:58.383202
50_03_25,50,3,25200,36000,18000,68400,1500,322,50,2827.5664999999976,593852,48.08277916908264,OK,2025-12-09T20:58:46.710756
50_03_30,50,3,25200,36000,18000,68400,1800,322,57,3014.2410999999997,672001,68.21932172775269,OK,2025-12-09T20:59:55.196683
50_04_05,50,4,25200,39600,18000,68400,300,322,14,1636.183299999999,217070,27.7744779586792,OK,2025-12-09T21:00:23.127641
50_04_10,50,4,25200,39600,18000,68400,600,322,20,1766.1594999999998,309629,27.846046924591064,OK,2025-12-09T21:00:51.125246
50_04_15,50,4,25200,39600,18000,68400,900,322,27,2024.8665,409753,28.775928258895874,OK,2025-12-09T21:01:20.072255
50_04_20,50,4,25200,39600,18000,68400,1200,322,33,2218.3620000000005,499921,28.285910844802856,OK,2025-12-09T21:01:48.554877
50_04_25,50,4,25200,39600,18000,68400,1500,322,38,2511.527199999998,594972,27.89324712753296,OK,2025-12-09T21:02:16.659887
50_04_30,50,4,25200,39600,18000,68400,1800,322,45,2654.527999999997,674102,31.107025861740112,OK,2025-12-09T21:02:48.005764
50_05_05,50,5,25200,43200,18000,68400,300,322,12,1645.0545999999988,217176,27.8387610912323,OK,2025-12-09T21:03:15.979617
50_05_10,50,5,25200,43200,18000,68400,600,322,17,1672.7927000000009,308338,27.862746000289917,OK,2025-12-09T21:03:43.999395
50_05_15,50,5,25200,43200,18000,68400,900,322,22,1884.6356999999996,407770,27.44356107711792,OK,2025-12-09T21:04:11.613529
50_05_20,50,5,25200,43200,18000,68400,1200,322,26,2078.765499999999,502232,27.666259765625,OK,2025-12-09T21:04:39.461268
50_05_25,50,5,25200,43200,18000,68400,1500,322,31,2156.1140999999984,587426,27.743897676467896,OK,2025-12-09T21:05:07.397646
50_05_30,50,5,25200,43200,18000,68400,1800,322,36,2373.087699999998,676040,28.0569748878479,OK,2025-12-09T21:05:35.658580
50_06_05,50,6,25200,46800,18000,68400,300,322,10,1499.3641999999984,209398,28.268102169036865,OK,2025-12-09T21:06:04.085021
50_06_10,50,6,25200,46800,18000,68400,600,322,14,1523.5495999999991,303021,37.399068117141724,OK,2025-12-09T21:06:41.615188
50_06_15,50,6,25200,46800,18000,68400,900,322,18,1762.1356000000005,405728,27.555098056793213,OK,2025-12-09T21:07:09.319853
